id,sentence
1724838,senn bun lang tsng e khing lun kang khian liau bu i gi ui tsin u si tai i gi
1751457,ho lin pe beh ka ui ui khi lai
1857947,gua u khuann tioh
1872917,tsioo tiann loo e phah tse long si ke kin pun bo siok gua tse
1900349,na si a bi tiann tiann sing tui tshut hian m ko a au piah e tsiap pi i gua e su bi thau tsing ma kho ling e tsiap a i gua e su
1906111,tshann hong tiann lang koo uh a khah kau tua
1950482,pun tsiunn si kan tan e peh tshoo ka suan jiong
1952173,mai an ne bo tai bo tsi to lang phng
1967937,tsit uann png ling ling
2060315,u lang tit e bo u lang tit e bo a
2103803,koh sann tso sit hiau khun
2307601,me iong ing bun kah lang koo tong e si tsun li iong tsia e gi su tau tshut tsit ku lan liah tso e thong e ing bun ku m koh kong ing gi e lang kho ling sai hun liau a mng
2324957,hai ang sai i bun hak ue khan e tsit pah khong ji ki
2330115,tsiah khoo tshan se kha tiong pang kak lik bin khuann tsiah kan lai u pun li e tiam khok
2386584,mh
2394564,gun kiann tshio XXL e kam e sai hoo gun tshi tshing
2445369,long si tsit e tua hoo tai tsiah ka gua senn tsit e khong thiann
2501234,gua e ka a kong tshua lai khi tshai tshi a
2548825,kin lai kue liau an tsuann
2596748,tah bong si tshiu na siong sui e si tsun bong tsiong it tshe khoo tso tsit hue bo gua bo li
2600889,giak bi lai hong hiong
2609074,eh tsa khak tsi a ni bo long le
2619738,kha tai tshu huai tsuan khi kha hong e tsong hoo sat kun guan king
2666049,a lin peh a m ho ah lah lin tsa boo kiann ui tshinn a tsang ting puann loh lai
2686359,phuah oo a tsit e tua mng honn koh ka tian khah kuan leh
2708885,lin loo peh ti hiau si sin sut tsut si le kong siannh
2714733,hoo kong i tsit e koo hun kau ah hun tua e tenn kah i kong hue li tsit ma si siang khai too ah
2726055,li tioh ai khun khun hoo pa
2738050,kai kong ma he
2767681,lin kiam bo kong ia u si ge jit tsiu siu kua si kau ma gua ka lin kong giah kah khuann hng hit hing sik thang kua lang
2769096,li iong i e kua siann kah hian a bi miau e suan lut ka ping an ham hing hok thuan tat tshut khi
2791411,bo gua sit le
2796616,sua loh lai beh lai siau khai hue ling ki e an tsuan siat bi to sing mng ti hue ling ki e nng ping sang tsoo am ti thau khak ting hiu sing i ti i a kha
2852459,hau tiunn siok mi tai tsi
2861550,it lik hai e lah
2863047,sat bak a tu piau kau tshi i gua koh u siann mih tioh sik
2897804,e sai kiann sinn na si be sai
2919291,lau hiann ti a puah loo to puah loo khi ah kio m thang tua se siann
2931209,ka hit tsan pi tsit tsun jit tsi ke lua hing hok leh
2995543,long hoo se hong hui the khuann tshut si sin tsing khuan tui gua tsing tshik khak tok lip tsik kik e liau hian
3018066,tik hua tui khong loo tik khi sit si ko tsing ni ka ki tsiah ia kuann ka e khuan lik
3037760,gua e sim
3044652,i lai kau koo pio e ta lai
3091038,ma mah bo peh khiam li
3093659,an ne siu kai u e bo bun te poo hun kho ling u bun te
3115433,ah li me gua thoo lui si li long tioh gua e neh
3137634,teh phah hong ka khinn ia lam tsioh iu ka ting kin oo peh tse ui ku ho
3140469,tsit e ki khi lang e DBS si iong HBS ah si thah kho tshong thuh tso e
3145309,thoo kha tu jiu ho u liu siu tioh senn ji liau liau a kiann
3169009,ki e hue hu te be te
3178831,tshiah mng e te to tsit ku e kong huat lan tai gi be an ne kong
3211378,mui tsit e lang long si tok lip emui tsit e lang long u ka ti e sing uah king giam kah ti sik
3230934,thng siunn tinn gua bo se ji tsiap tioh li e khoo
3232546,it ka te sann liap inn a ma tsiah tsiah loh khi na tsiah koh na o la kong uah hah hue tsu tshut si kau tann lan tsiah kue tsiah ni phang e inn a neh
3253943,kiam hiann tsiah kah khau khau khio
3267804,lan tsit tsun ui uah kuan an ni tiam puann tshing
3295270,khi lai tsa boo ho
3305210,kak hue a li u iann tsiok sui e liok bun long tsiok him sian tsiok kai li liok un thong sann khui sui ka o lo
3317495,tit jit pun sa khuann lang khui e hit lang tsun hui phiann ang ki ki kai sui
3384897,ah beh
3404058,tsap ji ue a siak phua kam u iau kin
3422133,thau tsing kong ui tioh pi se teh sia hioh an na si nua thau lan to m si to le go ah si u iann hiah iau i hia e tsiong kim
3447981,ho un lah
3470920,tso ho e BBT sing kia tsit hun hoo gua phinn phang tsit e ho bo
3483233,koh le khi sing le uah beh loo si
3494380,phinn i hiong e sng tshoo sim liah thang hue e pang hoo tshoo tsong e u hit kang siok li po si gua e bang
3513041,m thang tshai
3516779,li e phng ku bong khu lai iu iu iu e sun a gin a leh
3520359,kuan ho ka ki e tai tsi to ho lan bo tsai tiau kuan pat lang e ing a tai
3523962,ma khan a
3535048,kha tsit tai li beh hue tng poo
3537894,ma tshau khui e hiuh hap jian si he ku
3605681,gua a put a e ing tsit su
3618546,tshiu lai the hit tiunn phue tsua na thah bak sai na thuat thuat tih
3667746,it tshiu kua bo nng bai tioh khang hue a
3689268,lau a kho sann pit giap e ing gi tsuan giap thang nng ni
3699970,in tau e tian hue long uah e loo i ti e ke tsiann kng e
3740638,tsan sing tsia o lo i kiann u sit loo suann m koh kiong to tong tiunn kok hue ka te tse
3754174,te i tsinn kuai leh tue lang tsau ah
3759954, kam iau koh u ki thann e hong huat lai tso tong siu huat
3826063,i tsing li tai gi su lui tsong si tse si tua kang ting ma su iau siong se e ui ue
3835742,he tian tong tshia honn tsau be tin tang in e si bo tian a ai ka ba te li theh tshut lai tshiong tian tsit e
3911163,tshi hun hoo gua tse ling kui pue ah ho bo
3949192,kik khong ni tai khuann bun e tsu liau khoo ma khai si ki tai uan thiong khoo ting soo tsai kian lip
3982394,lan kin lai tsiah png a
4002232,oo too bai si tshia ping siong e khau thong kang khu tsuan tai uan sue bo lang be hiau khiau oo too bai e
4141604,li e hak liap hai iau pian
4182998,tiam tiam tit pinn a tso bo su jin
4189247,ke lang bio khau e thian pu lah siong u mia
4212496,ti tsit e ho te te
4217463,tsit siang bue a
4309557,tit kik lun tso tsiah kong Obama e iu tiam si i tsu tiong su iong king tse kah gua kau e lip liong
4326594,si an tsua in e tang khuann bian tsinn e gun be iong tsit lang
4331509,mai ging lang u hinn ho tshui m ho oo peh lang
4336860,lai khang lang o lang u sing ui gua hang e koo gua ok khiak khiak
4381350,bian kak pian han kah ni te li tsinn to hai gua lah
4412195,hi kiann lai bin sik peh sut sut
4414149,kin a jit e ting hun ko honn kam e sai tshiann li the gua ka tsit kua kong tshong an nai khi in e bu iah ho bo
4429397,li sian thiann tshut khi tan kheh tioh a
4457974,tse to tso sing m na si kann gak siunn kheh kui iong siunn kuan kuan li siunn khuann lan mia mia tsiah tse lang khi kuainn
4521894,tsit ma ma si kang khuan ma
4537848,tsioh gua tsit kha su li pah phah kat tsua
4552098,gua khi tai tshia tsue kin tsiah ka si lik thai jia tsuan poo khua kue
4569283,li tshiu ng lik khi lai sun suann ka li pong hui ap
4629126,ai siong sim ka ti it ting phainn tioh lang ping iu
4649276,ui tioh siau loo tshi tiunn tua lat thui sak kik tuan e siau hui tsu gi hoo lang tsit si a to sui tiau ti bo pit iau e khai siau
4668505,a tsui peh a sang hoo gua sann tsap pau thng a
4669074,li hit lo ga su kam u kuainn u ga su bi tsau tshut lai
4670610,tsit e phang lai theh khu li mu iau kah sio sio gin a lang un ai tshiah e
4683343,aih ioh
4738641,tso tsit kua sin the bo tiann e kah i e tai tsi phoo phoo thann thann tsiong i tsing gik thai sin the e giah
4740471,sann siu tsu a tso hi ku
4756797,hai kuan thong gueh liau au tsiah khi hau khi sio sio tan si kan na u khah liong e tang khi se bian sue ke
4798144,gua hoo li loo
4832007,in to si bo ting soo khi tsiah e tak tai lam e lau kau mih kiann
4857311,sin lun te tshiann kai sueh tsok tsia soo kong lu sing m si tshut si to tsiann tso lu sing si hong kau iok tso lu sing e tsit ku ue i ham tsap hun
4887436,tan si
4896376,tshi tso tai gi bun bun gu e hun khiah pha senn li iong gi huat tshiu pha senn tshui khai tsin gi su ka phue e tsioh khak kut
4908017,gua lai khi tian kiann i
4929393,a bu gua ia m si sann hue gin a na e be hong sim
4931486,ong hai thai lin sin pu sit tsai tsin gau tsu kah kui to phang kong kong
4947445,li thau mng tshui tshiu peh lau khok khok a iau koh siunn beh kah lang tshua sui boo
5036982,be li siu kheh khi ah
5056317,piau tat ka ti e tsu tiunn tshu bi ah si kong tsit kua tshio khenn
5060932,tioh ai pe bu tsu hun ai u jin khe lang kai siau khi hoo tsa poo ah m tsai him ah hoo luan luan kau
5065403,tng lai ah
5082688,ng ping iu liam mi to beh lai e tsiah ma huat li theh kua ioo bin tsit kua mih kiann tshiann lang tsiah
5114319,nng e lang hiah ni ho sua kiann kau bue bo ua kho ai tshin tshiunn sap bun phue tsing hun nai tsiah ni poh
5145207,hiong hiong u tsit e lang ka i ioh tsing sin i bak tsiu nia kim khuann tioh tsit e bin tshiu tsiok bai e tsa poo lang tshiann tua siann ka huah
5161983,li ka sing uah kiong sim khng ti to ui bo tai tsi thang tso e si li kam e khang khi tsit e lang e si
5175224,tsit tsun hoo lan theh lai liah siu khi e tsiau a
5180973,tui in tshu lai siong tik si siann khuan in ko me ji sing beh an tsuann
5187653,tiong koo m hik hoo bi koo e tshut tshit ian kiu ke tse penn tok sam pu luh
5199454,ai ia m si a
5262164,khui na e bo kuainn a
5262226,li khuann mui tsu ooh tsiah gau khinn ke tsit ma tsing hui tsiah bat tai tsi gua tui tan ka u kau tai ah lah
5265853,u i guan ah si u kho ling ti li khong it liong ni tsham suan tsoo thong e kiong ho tong jin su
5278409,kiann bi kok Iran kiann ua Saudi kho ka ti bi kok tsue kin kah Iran kai sian kuan he i king in khi tsit khuann
5303777,tsiah ping khui mng loh tshia tsin tsing tshiann tsu i tshia siu kak ue tai tiong nge phang m thang lak ue phang tit
5367259,li na kah kiam ji sann tsap hue ah honnh gua tsiah thah hoo li tsiah
5375914,i khai piah kian tshau tai i sing thau kiat kim kong kong hue loh ing e puann hiah kim hoo phenn liau liau
5409792,mng kiann kuann hoo ho oo
5416794,au piah na bo loo kui hue kah kheh tiau leh tho tik piok ku e tshiu giah hoo bu tiong sim kan na an ne puah bu
5426392,kin leh kiann ah ha puann loh khi a
5457111,m hah hah hah
5458367,tsit uann thoo tau khng khong kah mi mi mi tsiah ho lo thau
5479445,heh ah li tsiah ka gua kai mia lah a lin pe kio tse tsioh a kau lah
5512217,soo nge tshiu ki a kam u ho iong
5535176,mh mtsiah niau
5586306,sin niu sin niu sui tang kang khu te ho ho bo khua khang si loo ue a khang kuan kuan kiann sun tai tai tiong tsiong guan
5671133,kong bo nng tu tse beh khi kha tang tshiu a
5678010,ling gua pun sit giam tshai iong kan hua e su lui kan na hun tua lui tong su mia su hing iong su ting ting
5684091,ing am gua tsiah kah li lian lok
5738755,thinn khi tua huann thah tsit nia oo ba khah ho
5756781,heh heh
5784654,i tshin tshi tshng tshng teh hau li kam long bo thiann e
5808321,siunn khuann mai kong khuann mai be a kah iunn a tsha ti toh
5819510,a pah mai kha thoo mai m kann
5827454,a sui kam moo a pai thok li the i tshing ka
5836953,in e put buan koh kah lai tsu san tsia e tsng kha e put buan hue hap tui sia hue un ting tso sing thiau tse
5844820,a peh
5845517,i si tsit e tsin tau tshit e sian sinn lang
5852782,i ui tioh phio bang ne kik lian kong ong po tshuan ka si bing khui si thau tsit tshut tai uan lang hip e tua ki phinn tian iann
5863299,tsai tin e hai ni a puann siunn ai than ko ma lo senn thau puat bue khue kha khuann siunn guan kng si tsuann guan tioh guan leh khi tiam a phue
5866760,ping siong si khang khue tso kah puann me tsiah png kuan si na phue tian nau
5870136,tsit ma si guan tsu in tsok gi ng bang bi lai kheh ka gi tai gi long u khi hue
5893431,tsu mue hoo gua tsiah
5922588,lai tshiu kua
6051987,khang ke a lai ting to tsit e suan hang siong kho tong
6073319,a peh si gua
6083243,ng sing phinn e ian guan tso khi lai ma bo kai khuai lok loo pinn e ke iu hui jit ing sian sian
6093391,si lah un tsan iann m tio ah lah
6150588,tsit put ko tse ka lian bing lai te ki thah tong phai e i kian u sio khan lian
6209090,kha koh tua liah e i au tsit liap tsit khak gin nng liap nng khak gin sann liap tsio ke tshi ngoo puah be siann khin in tsit kua kiann tua lang e tsu i
6264694,in ui siam pi oo too bai suah tsing tioh ang boo thoo hoo nua kiau tshia e tshia thau that po tsit e tsin giam tiong
6264813,tsan e kam moo a na to li the tshiang a
6286153,kho ling bo huat too tsun si sit le
6298593,tshio li ti long tsit siann liau au khai si lau ue to sia
6368252,senn ang e koo guan si to tsit e
6378957,ling gua ing gi ing bun e gi liau khoo tso tshut lai e gi su tah phue kai su in e tsi si tai ing su that uan su oh loh in ui pin lut tsin kuan tsi a e gi su e gi su tah phue of loh lat loh tshu ti pin oh ma long pai ti tsiann thau tsing
6400270,tso ka lin pe tiam leh kong
6502876,e khi tshik tioh lang e i sut
6515785,in ui hue gam tiann tiann su iau hua liau ti liau kue thing hoo i thiann tiu tiu
6556685,kio siann mih mia
6558962,ah gua koh lai tsiau hoo lang kheh lah honnh
6563090,oh
6581417,the thai e sai gua iau be tsiah tioh neh u lang bo huann hi beh tua siann huah
6624379,tann i to kau hoo li tsiau koo honn
6707258,kue hai kuan tsin tsing kut tsui ah si pak khuan tshiau kue tsit pah si si e ik the long ai to tiau u nai ka to a ah si pak e ui kin phin e tshiann tsu long kan tiau be sai tsa ki sing khu ting
6730943,tsit e u thiann sin e a i koh ka in ting se sing khu tsit pai thak ta liau au theh ut tau ka ut ka tshiunn sin e kang khuan tsing tsha sik tsui u khah sit
6751103,tshin siunn ti bue pang ho bng ting ni tsue tsiah hinnit long ai iong tsit li lai tso
6766967,tsiah bo huan ge li lah
6776266,gua e sing khuann lang
6792883,ho i au na si huat sio tshia pun nng kang tioh ai sui lai kiam tsa oo
6793553,oo ba sng li ho li beh ai e mih kiann tit tsiah
6798235,ki hue e ti lak gueh the i tsing tak sing hiap gi
6812908,iu tong phing sian sinn iu tong phing sian sinn li lau bu tng teh tshue li tshiann kau te ji hui tai sio tan to sia
6827860,gua tsit ma tiam tioh leh a tsiunn ke e tshu u iang tsiah lai tse lang
6851252,tsiah ho lai e si sim lai kam u buan tsiong e kam kak sin khu na kiann liau siunn kin
6854041,bo khuann e khai khue sim
6864830,m bian guan a penn
6869857,a tsi lang kheh kheh khi khi
6894726,e tsai a u lang khah tiam lai lai khong siann mih tsit ko gueh ti tiam lai lu tsenn si pinn lu tshiau ban tsit tshing khoo to sang ho khang
6906433,o jiu kok hue na ti ji khong it ji ni biau huat tong sing hun hap huat hua e gi te tsan sing khai su ka thng khoo
6954659,in ui bo sui hang hoo sing e bun te soo i e ingiok tioh si liam giat toh e phim tsit
7023153,gua thai ai li soo i tsiah tsiah ni tshong pong
7023161,a an pi a huat ke kai khiam
7035973,thau ke uann na u hiah san s e uann na tshing be lue
7060735,m na si lan hian tai tai gi lang oh thak lian the lai kai e bian tsia ma hue hue tsit tsiong iong ji huat siunn kue i huat sit tsai put kho tshu
7090102,henn siu lang beh sue si m
7112197,tong hioh hun hap huah hua ho lai khuann bo tsiu
7124255,goo tiam ji a N V N su tsoo
7178788,to tsit khuan hua tsui siong thian lian lai be tng puan sng khi tshiu khuann lai
7186352,tioh a hai u khau liam tsiah bian sinn a
7296222,iau m koh u lang ui tioh kho jin e li ik ma hong siann beh lai sio tsin
7301781,lai tse lai tse
7363220,lai khui mng leh
7393800,hit tui ang a boo oh e si tsing phai e pu lu su tshau kah tsiann ho khuann
7406413,sau ti tsiap pang e sin poo ong sann me kin ni tsio hue tsiah ting khi tse hui
7430267,gua kong gua e to gua e lang
7468183,a ha a ha a tsiunn peh a tsiunn peh a
7482956,jik khi
7490227,kau kha iau u tshut tseh siau lian lang e tuann gi ta ki liok tsa boo gin a
7506721,sann tsap hue i au to tso sian a siok m bian tsiah png a hioh
7519845,sin kuann
7529118,ah li tsa hng to kiau gua khi be si kua liau gua khi huan luh lah
7557447,ti siann mih ji tso beh tng khi tai pak
7569712,tso pai thai lu i king pit khui ah bian khah lian hue king sai hu lai uann
7582130,siang khui kau te si ki than tshi lai ka ti ma giah phoo khui
7596712,peh khi li khuann mai
7659382,siong bue khi phinn suah hi e thau tsing tsit puann si ji khong khuann kah ni sia tu tu si to tng tshut pan khi tsit tang
7662842,tshui khau be khit li kho ling ai tang sit tai phang phu lai phang
7677163,an ne tso kam ok
7697845,hun li buan oo khe hiong i thuan pinn a to u tsit king sann tsap ni king bo ah lau ti
7722475,lan hun sann tsiong tsing hing lai tho lun
7765339,sin tik tshi tsit ui goo hue tsa poo gin a in ui ui tng iam hiap tshut tua tng phah khang king kue kin kip e tshiu sut tsiah kue bin
7814034,li kiann loo na e kuai kuai kam si khi uai tioh
7823408,bit kok kah Iran ma u tiong tong li ik Iran tsi tshi e Shia lin ping
7851610,ui tsit e kak too khuann tsu tong gi su tah phue thong ke pio tui su tian su tiau e siu lok e tang the kiong tsit kua kian gi
7862005,kue lai tsit si a lah
7881781,kiann
7967616,tshin tshiunn han lo poo hun e ong lai am kue tsu pun ing kai si tsit e su
8001515,oo sui ia bai a
8015871,honn lai lai lai than sio tsiah than sio tsiah
8030489,tsit hang tshai lai te u tsham le bong tioh le bong bi tsin kau tsin phang
8035833,ah beh siann poo
8143885,sat bak a ti tsa tsing si siann mih khuan lang leh tsiah e
8156232,sian se i tsit kui kang liam mi hua kuann liam mi hua luah kam e si tioh ma la li a
8257079,gua hiong i suat bing hit kiann tai tsi
8271238,tshing lang thiann han tsing li an ne kong long kuann kin an thau khuann suann ting tsit e khuann tak ke sim lai long am huah tsit siann gua khoo ah suann e tsiann tshiu ping u iann tiam tsit puann khi ah
8275257,li si tui ko ui tit tioh tsit tsiah ang a e
8301015,lai kai jip tsoo tsi ah si tse tshai po hing
8328678,sun sun e
8339204,phi of a pi uan sio i phi of a sing phi of B soo i mi of a pi si hu soo
8377883,pio it ka mi kah CR thau tsing sann tsap tsit pah goo pah tsit tshing sann tshing goo tshing e kiong tong su tsoo e soo liong liat tshut lai han lo kah tsuan lo hun khui sng thai tho lun tsit e su tsoo ti mi kah CR nng e thong ke pio long u tshut hian
8385359,bi tshai poo sang kai u tsun tiam kia tshit ma e kue hiann kang phah
8399794,i sing jin iau koh u tsin nng e loo ai kiann
8402818,u gua khiong poo to tshin tshiunn khlin tshng si gueh ji kau ti niu iok e kho lun piah lai hak tsit tiunn iat suah kong e
8408002,kak ua au khio
8440970,kong ue li tshing king m thang hi khi tshio
8443788,tse tshe phainn a bin ting u sann e tsiu tsiu sann e sik tsui long bo kang
8474550,siann mih thau loo e pi tsit lo khah ho
8479447,lan tsap ji tsing ka jip tsiap jiu khi oo be be mih kiann khah bo khioh sue
8499845,li tsa khi si a pin tua khi lai khi hue
8520139,hong un a
8582751,tsiong giap soo kam sik po ju si tong king ik giap kiu tshut gu ki tshu kai huai si kia sing thann kai
8584833,li koh u ing kha kau a kau siau khai tsit e nai khi siong su siann e a si to tsit siang
8593235,mai an ne lah
8610630,kau tann guan tsu bin e tang iong ka ti e bu gi sia kong bun khah sit si tsuan hing tsing gi koh tsan huah tsit tua hoo
8653797,i na si tong suan na e pi iau kiu sit hian sing lok li king tshat tai kik lai kong tse i king tshi tsit e sing li
8683996,tsiok tse lang le ioh a la la e ti siann mih si tsun to tann
8711953,tng tang sin the huat tshut sin sit kong i i king siunn pa li suah kong m ko ke nng ko tsin sui
8716981,tsa mi lang kong kio tshenn beh khuann e si
8749820,tiam tiam
8761003,hoh tshiann
8797571,siunn beh hoo se kai koh khah uan bi siunn beh hoo ka ting koh khah hing hok siunn beh hoo se mia koh khah tshiong sit soo i
8802651,na bian siong pan to u tsinn gua sui si thau loo
8838999,tak the tsiah tioh gua lai sann lau tshut king tua thiann lan li ping gi tshiu siok thuan the hing li thok un
8894437,si tsih e sim khah kam e tang tshah ti sann tsih e tshiu ki a lai bin
8955105,si sit giam poo soo
8961638,ti le koo tsa si tsun pian tong long e khah tsit liap mue a khah tsit te thah khu ang
8991032,gua
8991044,huah tso bu hing tshoo tshu khan ting ti tai uan hian tai si te sann tsap jip ki
9014346,it khenn kui puann poo long khenn bo tham
9039022,na mng kong tsue kin sua loh lai kam koh e u hong thai siong tsio tsit si goo kang si bo khuann e lah huan tsiong ping iu ing kai si bian huan lo
9071241,puah piann tioh tsun pi tai sing tshiann kui ki tsing lang thiann hun ping su au bo inn tin
9114201,siunn beh ka ti khuann VR to ai sing khi be tsit tsoo khah ho e Gph iu siat pi
9115762,li sing kiann su khi tan kai ting a
9144397,bo jin ho e kuan henn
9146475,li tioh ka png tsiah hoo liau
9197114,ti bi kok u ti moo tsing tsok hoo tong tng kiam e si tsing tshu lip tsu tong the mia tsham tsuan tsong thong e tsiap
9197825,li tsit e lau kau li kam bo hun
9241803,ah san a lang e kue a
9286023,hiong tsing khong
9323655,a la a phah be phuai
9340011,hun ge put tshinn khuann tsa boo kiann na u lang it khuann li be iong siann mih lang pue gua
9439786,kia lang tsioh kiu huat e gin koo theh be ui tu ho
9447104,kha gua se kong ke tsiah khui
9510807,puann kah uah bue ah thau ke niu si tai pak lai e i tso lang jin ho
9512191,iu un gian tai han ki tshut hang inn tsu sin kam ting he tsoo gi kau siu
9512268,na si tsau kang oo e kuah leh to si thong koo na si khit tsiah kuah leh to si phiam koo tse si kang khuan bo kang sai hu tsuat tui m thang hu m tioh khi
9530729,i koh sia kong tng tso phai ti tsuan se kai sit khi khuan ui kau ting iu to kong ue u siann
9656661,tsin tsing hui kang gua kau tsing sik e sia tiunn te li Russia khoo tu ho ma sia bun tsiunn i tshut tsit tsiong tso huat u tsin tse hong hiam huat huat bo huat too ing hiong su thai e kiat ko lai po tsing gi kok e li ik sim tsi siong bue ma si tioh the pat lang tshit kha tshng
9695231,an ne lah
9708839,gua ka khi lai to e sai a
9722265,tan si tai pak hiah ni hok tsak li tshu tshu tioh ai khah se li leh
9729530,ah tsit nia iunn tsong tshut sui e
9752115,i tsiok gau kah lang kau pue
9768600,hann
9776843,kho ah inn a i king tsiah liau ah kin a jit to kau sia ui tsi looh than tsing li an ne ka tak ke kong
9786562,tsit e ah si hit e
9799560,tsu tsia lang ka i hian tsit te thoo tho thi it hiam sing tse phah to uah khi sing hoo lang
9863691,tshu lai e khang khue tak tak tih tih tak hang long ai gua tso na tso e liau
9876269,a me a si le tai a si le tai
9977641,tu tsiah ong hng lai tu tsiah tse lang ti sann thok hiat
